CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
715287708,41,F,4,Graduate,Married,$40K - $60K,Blue,33,6,3,2,6230.0,1173,5057.0,0.607,3769,77,0.54,0.188,Existing Customer
790112133,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623.0,1647,976.0,0.735,4388,83,0.804,0.628,Existing Customer
719462433,42,F,5,Graduate,Single,Less than $40K,Blue,36,4,2,2,8464.0,1002,7462.0,0.598,4227,92,0.84,0.118,Existing Customer
711283008,50,M,1,High School,Single,$80K - $120K,Silver,36,4,5,3,34516.0,0,34516.0,0.732,16019,105,0.694,0.0,Existing Customer
717490008,43,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,19188.0,1622,17566.0,0.75,4282,52,0.926,0.085,Existing Customer
713334483,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0,Attrited Customer
798792408,48,M,3,High School,Married,$80K - $120K,Blue,42,1,1,3,9959.0,0,9959.0,0.688,805,24,0.143,0.0,Attrited Customer
715932708,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,3,1,5813.0,1614,4199.0,0.696,4365,75,0.875,0.278,Existing Customer
716839983,48,M,3,College,Married,$120K +,Blue,36,2,3,2,32777.0,0,32777.0,0.665,4520,75,0.923,0.0,Existing Customer
709112508,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802.0,1300,2502.0,0.627,2165,36,0.385,0.342,Attrited Customer
721158108,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346.0,0,2346.0,0.394,3982,72,0.532,0.0,Existing Customer
771335358,37,M,2,College,Divorced,$40K - $60K,Blue,24,3,3,4,8120.0,2098,6022.0,0.826,3161,54,0.688,0.258,Existing Customer
712797258,43,M,3,Graduate,Married,$120K +,Blue,33,3,1,3,34516.0,2129,32387.0,0.587,1463,38,0.583,0.062,Existing Customer
778693458,32,M,1,High School,Divorced,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,Attrited Customer
778732158,50,F,3,Uneducated,Unknown,Unknown,Blue,30,4,1,3,1507.0,0,1507.0,0.648,4037,83,0.729,0.0,Existing Customer
778959258,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,0,1438.3,0.905,2585,45,0.5,0.0,Attrited Customer
711857733,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,Existing Customer
818476383,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516.0,1514,33002.0,0.736,7333,72,1.0,0.044,Existing Customer
820383558,45,M,4,High School,Married,$80K - $120K,Blue,40,6,2,3,6366.0,1344,5022.0,0.492,3258,58,0.758,0.211,Existing Customer
716725008,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667.0,2191,5476.0,0.682,7886,94,0.679,0.286,Existing Customer
711002058,42,M,4,Unknown,Single,$40K - $60K,Blue,33,1,3,1,5306.0,2410,2896.0,0.738,7437,94,0.709,0.454,Existing Customer
714588408,51,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2,2882.0,0,2882.0,0.722,4446,68,0.744,0.0,Existing Customer
789528183,39,F,2,Graduate,Married,Unknown,Blue,31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693,Existing Customer
778377183,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284.0,1144,17140.0,0.767,4846,92,0.736,0.063,Existing Customer
801064833,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117.0,2129,27988.0,0.769,7930,91,0.542,0.071,Existing Customer
720540708,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2,4,2773.0,1507,1266.0,1.06,1197,25,1.083,0.543,Existing Customer
710728458,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075.0,1396,5679.0,0.532,4409,75,0.531,0.197,Existing Customer
708176208,48,F,1,Graduate,Married,$40K - $60K,Blue,36,4,4,1,7268.0,0,7268.0,0.691,4199,80,0.905,0.0,Existing Customer
719862258,38,F,2,Uneducated,Single,Unknown,Blue,28,2,3,3,5666.0,1393,4273.0,0.84,5015,90,0.915,0.246,Existing Customer
713985183,46,F,5,Graduate,Single,Less than $40K,Blue,38,4,5,2,2799.0,2412,387.0,0.877,4634,91,0.75,0.862,Existing Customer
715609533,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398.0,0,5398.0,0.621,1887,36,0.333,0.0,Attrited Customer
719518308,48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,2,4,5039.0,0,5039.0,0.757,1390,23,0.769,0.0,Existing Customer
751607058,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686.0,0,1686.0,0.812,4413,77,0.75,0.0,Existing Customer
715354008,43,M,3,Graduate,Unknown,$120K +,Blue,36,6,1,2,25937.0,0,25937.0,0.936,3785,68,0.7,0.0,Existing Customer
713283933,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,3032.0,0.429,2273,44,0.517,0.0,Attrited Customer
811697958,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488.0,755,733.0,0.783,4451,65,0.711,0.507,Existing Customer
708249708,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844.0,1576,3268.0,0.809,1489,48,0.6,0.325,Existing Customer
712013808,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717.0,1720,997.0,0.869,4196,71,0.614,0.633,Existing Customer
716032233,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120.0,1805,20315.0,0.65,3981,65,0.667,0.082,Existing Customer
709707033,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162.0,0,13162.0,0.512,1424,38,0.583,0.0,Attrited Customer
714454758,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251,Existing Customer
708394908,44,M,0,High School,Single,$40K - $60K,Blue,33,5,1,3,2337.0,1442,895.0,0.659,3945,65,0.548,0.617,Existing Customer
712448658,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,2,1795.0,0,1795.0,0.718,2281,55,0.618,0.0,Attrited Customer
714566958,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882.0,1420,19462.0,0.857,2291,40,0.6,0.068,Existing Customer
716352033,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,3,2796.0,1035,1761.0,0.664,4869,78,0.857,0.37,Existing Customer
789370383,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2,2,2807.0,1845,962.0,1.027,1346,26,1.0,0.657,Existing Customer
798699033,52,F,2,Graduate,Single,Unknown,Blue,46,3,3,3,8961.0,1382,7579.0,0.797,4408,80,0.778,0.154,Existing Customer
719042208,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,3,4,2067.0,1250,817.0,0.891,4565,65,0.806,0.605,Existing Customer
711848658,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0,1776,483.0,1.292,1790,31,0.824,0.786,Existing Customer
709385133,42,F,2,Doctorate,Married,Unknown,Blue,30,4,3,5,14828.0,1513,13315.0,0.748,15572,113,0.614,0.102,Existing Customer
719516208,54,M,2,College,Single,$120K +,Blue,36,3,2,3,34516.0,0,34516.0,0.628,2329,47,0.516,0.0,Attrited Customer
718858683,42,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,2,1438.3,0,1438.3,0.665,4511,76,0.767,0.0,Existing Customer
809608533,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206.0,1586,16620.0,0.921,1439,48,1.0,0.087,Existing Customer
718170033,42,F,4,Uneducated,Married,Unknown,Blue,23,4,1,2,8348.0,0,8348.0,0.695,15905,111,0.708,0.0,Existing Customer
720439533,64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1,3,7112.0,1358,5754.0,0.553,4951,73,0.587,0.191,Existing Customer
708369633,34,F,3,Graduate,Married,Less than $40K,Gold,36,6,3,2,15487.0,1847,13640.0,0.943,7031,67,0.811,0.119,Attrited Customer
779360808,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,3,2919.0,2032,887.0,0.654,4937,75,0.667,0.696,Existing Customer
711276933,56,F,3,Graduate,Married,Less than $40K,Blue,44,6,4,2,2030.0,1262,768.0,0.862,4851,84,0.867,0.622,Existing Customer
710431158,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0,1657,8616.0,0.71,3778,70,0.591,0.161,Existing Customer
797466033,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576.0,1754,822.0,1.027,2880,69,0.468,0.681,Existing Customer
712783083,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013,35,0.458,0.0,Attrited Customer
717727308,50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204.0,499,3705.0,0.635,4740,67,0.523,0.119,Existing Customer
716207508,36,M,3,High School,Married,$60K - $80K,Blue,36,5,2,4,5497.0,1517,3980.0,0.624,1981,38,0.357,0.276,Existing Customer
771518658,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871.0,1339,532.0,0.79,4553,90,0.731,0.716,Existing Customer
714431058,41,F,3,College,Single,Unknown,Blue,36,4,2,4,4210.0,1597,2613.0,0.733,4342,72,0.674,0.379,Existing Customer
717567333,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,3,2,3991.0,1982,2009.0,0.748,1661,35,0.944,0.497,Existing Customer
715042608,39,F,2,Doctorate,Married,Unknown,Blue,36,5,2,4,8058.0,791,7267.0,1.787,2742,42,2.0,0.098,Existing Customer
721350783,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,Existing Customer
798110358,64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0.0,Existing Customer
780360558,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0,Existing Customer
770717883,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,Existing Customer
789830058,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,Existing Customer
713853858,41,M,4,Unknown,Married,$80K - $120K,Silver,31,5,2,2,34516.0,1433,33083.0,0.758,2589,57,0.676,0.042,Existing Customer
781930233,47,F,2,High School,Married,Less than $40K,Blue,37,6,1,1,2946.0,2338,608.0,0.58,4717,70,0.628,0.794,Existing Customer
779809908,44,F,3,High School,Single,Less than $40K,Blue,34,2,2,2,3084.0,0,3084.0,0.861,12739,96,0.882,0.0,Existing Customer
720639783,35,F,1,Uneducated,Single,Unknown,Silver,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,Existing Customer
720868683,50,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171,Existing Customer
802666083,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0,Existing Customer
714421233,54,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5399.0,1723,3676.0,0.765,1292,34,0.889,0.319,Existing Customer
715279683,52,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,1,4,1438.3,0,1438.3,0.529,1679,39,0.5,0.0,Existing Customer
720270633,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,Attrited Customer
718163808,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6,3,4,11309.0,0,11309.0,0.474,4809,71,0.479,0.0,Existing Customer
714998508,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742.0,1454,2288.0,0.894,5326,62,0.676,0.389,Existing Customer
716959833,45,M,3,Graduate,Single,$120K +,Blue,31,5,2,2,3534.0,0,3534.0,0.536,3973,66,0.784,0.0,Existing Customer
710658483,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080.0,2174,6906.0,0.653,2098,46,0.586,0.239,Attrited Customer
708542283,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.0,2061,434.0,0.849,4399,70,0.707,0.826,Existing Customer
779473308,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,Existing Customer
713277783,45,F,4,Uneducated,Married,$40K - $60K,Silver,36,6,2,2,18679.0,905,17774.0,0.541,2168,55,0.486,0.048,Existing Customer
714622833,47,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,3,2,26058.0,1664,24394.0,0.916,3489,58,0.611,0.064,Existing Customer
721415658,39,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,2,2700.0,2220,480.0,1.595,2901,59,1.36,0.822,Existing Customer
713416233,38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,2,2,3242.0,2076,1166.0,0.612,1841,46,0.533,0.64,Existing Customer
717599283,57,M,0,Doctorate,Married,$60K - $80K,Blue,36,3,1,2,5335.0,1206,4129.0,0.69,1844,49,0.75,0.226,Existing Customer
713451408,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943.0,1654,289.0,0.648,3392,70,0.591,0.851,Existing Customer
772879158,47,M,5,High School,Married,$60K - $80K,Blue,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145,Existing Customer
709752183,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,Existing Customer
721460283,49,F,3,Post-Graduate,Single,Less than $40K,Blue,35,5,1,2,2214.0,915,1299.0,0.533,2144,51,0.545,0.413,Attrited Customer
717050883,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688.0,1617,1071.0,0.552,4183,71,0.614,0.602,Existing Customer
713181558,55,F,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794.0,0,5794.0,0.732,4201,73,0.587,0.0,Existing Customer
718967433,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0,Existing Customer
708355683,46,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.0,0,16815.0,0.938,2976,65,0.512,0.0,Existing Customer
778247358,65,M,1,Graduate,Single,Less than $40K,Blue,56,5,3,2,7636.0,0,7636.0,0.801,3880,67,0.811,0.0,Existing Customer
794831733,45,F,5,Graduate,Married,Less than $40K,Blue,39,4,3,2,2156.0,1208,948.0,0.569,1345,28,0.647,0.56,Existing Customer
715928808,42,F,2,High School,Married,Less than $40K,Blue,31,3,5,2,3964.0,1218,2746.0,0.593,4580,75,1.419,0.307,Existing Customer
717800358,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0,868,9243.0,0.748,4791,68,0.889,0.086,Existing Customer
721111233,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,3,11964.0,800,11164.0,0.954,4853,85,0.848,0.067,Existing Customer
708385533,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0,Attrited Customer
711067383,53,M,1,Unknown,Single,$120K +,Blue,45,6,2,3,10001.0,0,10001.0,0.676,4167,74,0.644,0.0,Existing Customer
795613233,48,F,2,Graduate,Married,Unknown,Blue,42,4,2,0,10514.0,1494,9020.0,0.649,4949,76,0.81,0.142,Existing Customer
795237183,51,F,2,Graduate,Married,$40K - $60K,Blue,45,3,2,4,5930.0,0,5930.0,1.19,2041,32,0.684,0.0,Existing Customer
708128733,50,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814.0,0,1814.0,0.852,5014,99,0.623,0.0,Existing Customer
773667708,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,7050.0,1008,6042.0,0.639,2176,39,0.56,0.143,Attrited Customer
716350008,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937.0,1633,1304.0,0.857,8235,102,0.522,0.556,Existing Customer
717835908,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,Existing Customer
814181433,46,M,5,College,Married,$40K - $60K,Blue,41,1,3,2,3914.0,1683,2231.0,0.636,4242,64,0.73,0.43,Existing Customer
710723958,43,F,3,Uneducated,Single,Unknown,Blue,32,5,1,1,1438.3,491,947.3,0.494,5016,86,0.593,0.341,Existing Customer
720114633,44,F,5,High School,Single,Less than $40K,Blue,30,3,3,1,2709.0,1726,983.0,0.698,5056,89,0.78,0.637,Existing Customer
709285683,48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3,0,1438.3,0.836,4509,74,0.451,0.0,Existing Customer
718693683,65,F,0,High School,Single,$40K - $60K,Blue,53,4,1,3,2418.0,2205,213.0,0.84,3918,74,0.51,0.912,Existing Customer
713213133,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763.0,1660,5103.0,0.573,4972,76,0.9,0.245,Existing Customer
751469808,36,M,3,Graduate,Married,$120K +,Blue,29,5,2,4,12852.0,1945,10907.0,0.659,1606,33,0.941,0.151,Existing Customer
779571708,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0,Attrited Customer
712319958,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154.0,2517,9637.0,0.864,3853,71,0.775,0.207,Existing Customer
710322033,52,F,1,High School,Married,Less than $40K,Blue,44,1,1,1,2563.0,1765,798.0,0.857,4515,77,0.925,0.689,Existing Customer
716059608,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3389.0,0.78,3277,67,0.558,0.308,Existing Customer
719720058,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,Existing Customer
721171008,31,F,1,Unknown,Married,Less than $40K,Silver,36,2,3,1,10353.0,1520,8833.0,0.724,15028,124,0.746,0.147,Existing Customer
712650333,48,M,3,College,Married,$60K - $80K,Blue,37,3,3,2,11959.0,1665,10294.0,0.675,1191,40,0.481,0.139,Existing Customer
714098883,45,F,1,Graduate,Single,$40K - $60K,Blue,36,5,2,2,1936.0,1613,323.0,0.841,4773,80,0.818,0.833,Existing Customer
709389558,33,F,4,College,Single,Less than $40K,Blue,36,1,3,0,1438.3,0,1438.3,0.566,4641,85,0.7,0.0,Existing Customer
799498158,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685.0,1580,1105.0,0.727,1642,36,0.636,0.588,Existing Customer
778984383,43,F,3,High School,Married,Unknown,Blue,31,3,3,1,2692.0,2039,653.0,0.853,4622,73,0.78,0.757,Existing Customer
718547358,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676.0,1740,936.0,0.735,3863,69,0.725,0.65,Existing Customer
720339558,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2363.0,494,1869.0,0.736,3887,71,0.651,0.209,Existing Customer
780605508,53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1,3,2885.0,1433,1452.0,1.017,1170,23,0.769,0.497,Existing Customer
774012933,47,F,3,College,Divorced,$40K - $60K,Blue,41,1,2,1,6443.0,2073,4370.0,0.8,9277,92,0.769,0.322,Existing Customer
772813458,48,F,3,Graduate,Married,Unknown,Blue,39,3,1,2,6130.0,1741,4389.0,0.578,4264,63,0.658,0.284,Existing Customer
806407308,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184.0,0,13184.0,1.166,2047,33,0.179,0.0,Attrited Customer
719461008,51,M,2,High School,Married,$60K - $80K,Blue,38,5,3,2,22332.0,1748,20584.0,0.841,1318,28,0.647,0.078,Existing Customer
767354208,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4,2,1,14322.0,0,14322.0,0.602,3993,75,0.531,0.0,Existing Customer
720924633,40,F,5,Graduate,Unknown,Less than $40K,Blue,27,4,2,1,1438.3,0,1438.3,0.984,4397,73,0.553,0.0,Existing Customer
720443358,50,M,2,Unknown,Married,$60K - $80K,Blue,36,1,3,1,8014.0,1250,6764.0,0.667,6950,84,0.585,0.156,Existing Customer
719258433,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801.0,2018,5783.0,0.684,7561,91,0.685,0.259,Existing Customer
810545733,47,F,2,College,Married,Unknown,Blue,42,3,3,3,2373.0,1480,893.0,0.631,4228,63,0.658,0.624,Existing Customer
717035283,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848,1597.0,0.771,2216,39,0.56,0.347,Attrited Customer
716343408,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,2,1,8475.0,1385,7090.0,0.611,1381,40,0.481,0.163,Existing Customer
717403158,60,F,0,Uneducated,Single,Less than $40K,Blue,47,1,2,2,9634.0,2076,7558.0,0.876,14218,102,0.759,0.215,Existing Customer
714729933,46,M,2,Unknown,Married,$80K - $120K,Blue,36,6,1,2,14164.0,1525,12639.0,0.543,3749,59,0.686,0.108,Existing Customer
779058108,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,Existing Customer
714864333,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0,Attrited Customer
720497958,29,M,1,Graduate,Married,$80K - $120K,Blue,14,5,3,2,14853.0,0,14853.0,1.025,1800,41,0.519,0.0,Existing Customer
711173883,36,M,4,Graduate,Divorced,$120K +,Blue,29,3,2,2,1651.0,770,881.0,0.736,2516,54,0.385,0.466,Existing Customer
717970158,42,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,8083.0,0,8083.0,1.076,3942,84,0.75,0.0,Existing Customer
708600033,46,M,2,Graduate,Married,$40K - $60K,Blue,39,4,3,1,1610.0,0,1610.0,0.689,4958,87,0.776,0.0,Existing Customer
778706508,43,M,4,College,Married,$60K - $80K,Blue,24,3,5,4,6231.0,0,6231.0,1.054,1448,30,0.875,0.0,Existing Customer
714839808,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141.0,1176,965.0,0.746,4317,64,0.778,0.549,Existing Customer
716022258,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248,Attrited Customer
793630083,39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726.0,1476,250.0,0.371,1804,34,0.259,0.855,Attrited Customer
716987358,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,2,1,3,8022.0,0,8022.0,0.381,5660,59,0.735,0.0,Attrited Customer
716211258,59,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072.0,0,4072.0,0.464,1966,43,1.15,0.0,Existing Customer
719427333,55,M,3,College,Married,$60K - $80K,Blue,36,5,4,4,2252.0,1737,515.0,0.685,1291,27,0.5,0.771,Existing Customer
713171358,46,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.749,3880,74,0.721,0.0,Existing Customer
814091058,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119.0,2517,602.0,0.722,2492,50,0.515,0.807,Attrited Customer
716905158,45,M,2,Unknown,Single,$60K - $80K,Blue,30,3,1,3,21815.0,0,21815.0,0.807,3904,72,1.118,0.0,Existing Customer
789917208,40,F,4,High School,Married,Less than $40K,Blue,31,2,3,3,1968.0,1781,187.0,0.972,5087,69,0.725,0.905,Existing Customer
710780883,48,F,5,Uneducated,Single,$40K - $60K,Blue,38,1,2,3,2446.0,1461,985.0,0.86,4610,78,0.773,0.597,Existing Customer
720708183,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248.0,1242,14006.0,0.725,4758,83,0.456,0.081,Existing Customer
818294958,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,Existing Customer
813764283,39,M,3,High School,Married,$80K - $120K,Blue,34,2,1,2,17978.0,1820,16158.0,0.85,15657,114,0.81,0.101,Existing Customer
713160258,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67,Existing Customer
716279508,48,M,3,College,Married,$80K - $120K,Blue,41,2,3,3,3430.0,2517,913.0,0.869,2639,46,0.643,0.734,Attrited Customer
809951133,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516.0,0,34516.0,1.203,2115,24,0.263,0.0,Attrited Customer
720923658,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,954,3780.0,0.6,1570,45,0.452,0.202,Existing Customer
711242058,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517,9345.0,0.766,643,16,0.231,0.212,Attrited Customer
711949683,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410.0,2517,1893.0,0.53,1883,44,0.63,0.571,Attrited Customer
790134408,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07,Existing Customer
710670633,40,M,4,High School,Married,$60K - $80K,Blue,36,6,3,3,5797.0,1779,4018.0,0.785,2131,33,0.571,0.307,Existing Customer
721393083,52,F,3,Unknown,Single,$40K - $60K,Blue,45,5,3,1,6053.0,577,5476.0,0.85,5035,64,1.37,0.095,Existing Customer
713203908,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158.0,1695,463.0,0.766,1833,27,0.588,0.785,Existing Customer
718558758,34,M,1,Unknown,Single,$80K - $120K,Blue,22,1,2,2,3711.0,1413,2298.0,0.175,3922,51,0.645,0.381,Attrited Customer
760807608,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340.0,1680,660.0,0.791,4751,83,0.804,0.718,Existing Customer
720011958,57,M,2,High School,Single,$60K - $80K,Blue,36,2,3,3,6024.0,1532,4492.0,0.867,15763,97,0.83,0.254,Existing Customer
823863033,52,M,2,Unknown,Married,$80K - $120K,Silver,48,6,6,1,34516.0,1473,33043.0,0.642,4254,73,0.587,0.043,Existing Customer
772776033,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,Existing Customer
779442783,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867.0,1365,1502.0,0.502,4445,89,0.745,0.476,Existing Customer
714089658,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,2238.0,0.452,2063,42,0.5,0.0,Attrited Customer
716340783,48,M,4,High School,Married,$80K - $120K,Blue,36,1,1,2,21526.0,1320,20206.0,0.762,14441,105,0.875,0.061,Existing Customer
718141983,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883.0,1295,588.0,0.81,5187,89,0.712,0.688,Existing Customer
